CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40372196,MCDONALD'S,Bronx,3660,EAST TREMONT AVENUE,10465,7188281430,Hamburgers,09/13/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,09/13/2018,06/28/2020,Cycle Inspection / Re-inspection
50041875,LAS BANDERAS,Brooklyn,1641,MCDONALD AVENUE,11230,7183762364,Mexican,08/05/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,51,,,06/28/2020,Cycle Inspection / Initial Inspection
40401742,MCDONALD'S,Queens,221-12,SOUTH CONDUIT AVENUE,11413,7182766230,American,10/04/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,10,A,10/04/2018,06/28/2020,Cycle Inspection / Re-inspection
41195795,MCDONALD'S,Brooklyn,2800,ATLANTIC AVENUE,11207,7186477818,American,12/27/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,12/27/2017,06/28/2020,Cycle Inspection / Initial Inspection
50087014,MCDONALD'S,Manhattan,336,EAST   23 STREET,10010,2122285529,American,01/10/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,01/10/2020,06/28/2020,Cycle Inspection / Re-inspection
50006083,MCDONALD'S,Queens,37-59,82 STREET,11372,7184760747,American,04/24/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,,,06/28/2020,Cycle Inspection / Initial Inspection
50059826,MCDONALD'S,Queens,9118,BEACH CHANNEL DR,11693,7184744949,American,12/04/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,,,06/28/2020,Cycle Inspection / Initial Inspection
40868904,MCDONALD'S,Bronx,875,GARRISON AVENUE,10474,7186170329,Hamburgers,02/08/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10,A,02/08/2019,06/28/2020,Cycle Inspection / Initial Inspection
50068989,MCDONALD'S,Brooklyn,1275,FULTON STREET,11216,7186311331,American,10/05/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,10/05/2018,06/28/2020,Cycle Inspection / Re-inspection
41155817,MCDONALD'S,Staten Island,501,BAY STREET,10304,7182736688,Hamburgers,08/11/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,47,,,06/28/2020,Cycle Inspection / Initial Inspection
50001660,MCDONALD'S,Manhattan,26,EAST   23 STREET,10010,6466829277,American,05/08/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,05/08/2019,06/28/2020,Cycle Inspection / Initial Inspection
41629298,MCDONALD'S,Manhattan,167,CHAMBERS STREET,10007,2126082405,American,06/04/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,06/04/2019,06/28/2020,Cycle Inspection / Re-inspection
40946431,MCDONALD'S,Brooklyn,1883,ATLANTIC AVENUE,11233,7189535864,Hamburgers,05/05/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,05/05/2017,06/28/2020,Cycle Inspection / Initial Inspection
40809862,MCDONALD'S,Brooklyn,15,SHEFFIELD AVENUE,11207,7183427253,Hamburgers,03/07/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,03/07/2018,06/28/2020,Cycle Inspection / Initial Inspection
40369782,MCDONALD'S,Brooklyn,701,UTICA AVENUE,11203,7187780023,Hamburgers,11/22/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,34,C,11/22/2017,06/28/2020,Cycle Inspection / Re-inspection
50010324,MCDONALD'S,Queens,18125,HILLSIDE AVE,11432,7185230109,Hamburgers,11/25/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,11/25/2016,06/28/2020,Cycle Inspection / Initial Inspection
50033277,MCDONALD'S,Queens,24410,MERRICK BLVD,11422,7189794803,American,06/05/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,06/05/2017,06/28/2020,Cycle Inspection / Initial Inspection
50050671,MCDONALDS,Bronx,279,EAST  149 STREET,10451,7182928812,American,08/26/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,08/26/2016,06/28/2020,Pre-permit (Operational) / Re-inspection
41241627,MCDONALD'S,Bronx,1749,UNIVERSITY AVENUE,10453,7182941309,American,03/27/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,11,A,03/27/2019,06/28/2020,Cycle Inspection / Initial Inspection
50050671,MCDONALDS,Bronx,279,EAST  149 STREET,10451,7182928812,American,08/02/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,17,,,06/28/2020,Pre-permit (Operational) / Initial Inspection
40395992,MCDONALD'S,Bronx,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,07/26/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,9,A,07/26/2016,06/28/2020,Cycle Inspection / Initial Inspection
40367790,MCDONALD'S,Brooklyn,943,FLATBUSH AVENUE,11226,7186935353,Hamburgers,11/11/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,16,,,06/28/2020,Cycle Inspection / Initial Inspection
50066842,MCDONALD'S,Bronx,2065,JEROME AVENUE,10453,7187332819,Sandwiches/Salads/Mixed Buffet,08/17/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,13,A,08/17/2018,06/28/2020,Cycle Inspection / Re-inspection
50045357,MCDONALD'S,Manhattan,809,6 AVENUE,10001,2124639495,American,08/17/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,08/17/2016,06/28/2020,Pre-permit (Operational) / Initial Inspection
50055399,MCDONALD'S,Manhattan,490,8 AVENUE,10001,9142774800,American,12/28/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,21,,,06/28/2020,Cycle Inspection / Initial Inspection
50036014,MCDONALDS,Manhattan,335,8 AVENUE,10001,2126331107,Hamburgers,11/06/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,11/06/2017,06/28/2020,Cycle Inspection / Initial Inspection
50007421,MCDONALD'S,Brooklyn,1467,ROCKAWAY PARKWAY,11236,2019543134,American,10/18/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,15,,,06/28/2020,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,Brooklyn,1999,MCDONALD AVENUE,11223,3475548114,Jewish/Kosher,01/31/2018,Violations were cited in the following area(s).,15F6,,,,,,06/28/2020,Smoke-Free Air Act / Initial Inspection
41442614,MCDONALD'S,Queens,12034,QUEENS BOULEVARD,11415,7185442407,Hamburgers,08/18/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,08/18/2017,06/28/2020,Cycle Inspection / Re-inspection
41390298,MCDONALD'S,Brooklyn,1403,MERMAID AVENUE,11224,7183722859,Hamburgers,10/12/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,A,10/12/2017,06/28/2020,Cycle Inspection / Re-inspection
50005026,MCDONALD'S,Brooklyn,3143,ATLANTIC AVENUE,11208,7189649600,American,04/01/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,04/01/2019,06/28/2020,Cycle Inspection / Initial Inspection
50087099,MCDONALD'S,Manhattan,220,WEST   42 STREET,10036,2128401073,American,09/10/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,33,,,06/28/2020,Cycle Inspection / Initial Inspection
40794103,MCDONALD'S,Bronx,1600,BRUCKNER BOULEVARD,10473,7186170869,Hamburgers,10/13/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,27,B,10/13/2016,06/28/2020,Cycle Inspection / Re-inspection
40978571,STARLITE LOUNGE,Brooklyn,1213,MCDONALD AVENUE,11230,7182522435,American,03/19/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,03/19/2018,06/28/2020,Cycle Inspection / Initial Inspection
